일시,요일,최저기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C),구장,홈,방문,관중수
2025년5월17일,토요일,16.40,23.50,5.30,87.17,24.31,8.17,21.45,사직,롯데,삼성,22669.00
2025년5월17일,토요일,16.60,25.20,10.10,80.67,24.87,7.38,22.96,울산,NC,키움,2297.00
2025년5월17일,토요일,16.60,25.20,10.10,80.67,24.87,7.38,22.96,울산,NC,키움,5513.00
2025년5월18일,일요일,11.40,21.00,0.00,61.83,27.51,3.50,19.99,잠실,LG,KT,23029.00
2025년5월18일,일요일,12.80,24.00,0.00,61.33,27.88,5.96,21.03,광주,KIA,두산,20500.00
2025년5월18일,일요일,12.30,22.40,0.00,58.71,24.21,6.00,20.20,대전,한화,SSG,17000.00
2025년5월18일,일요일,15.20,21.70,0.00,64.75,27.39,6.17,20.65,사직,롯데,삼성,22669.00
2025년5월18일,일요일,12.80,20.00,0.00,59.33,25.72,6.08,19.94,울산,NC,키움,6456.00
2025년5월20일,화요일,18.70,30.20,0.00,66.67,27.73,1.88,25.31,울산,NC,한화,4497.00
2025년5월20일,화요일,18.90,27.90,0.00,82.83,16.74,6.29,23.27,수원,KT,KIA,16064.00
2025년5월20일,화요일,17.70,25.40,0.00,85.88,22.08,8.33,27.07,사직,롯데,LG,22669.00
2025년5월20일,화요일,17.40,27.00,1.30,86.46,12.96,8.54,22.17,잠실,두산,SSG,17782.00
2025년5월20일,화요일,17.40,27.00,1.30,86.46,12.96,8.54,22.17,고척,키움,삼성,13106.00
2025년5월21일,수요일,18.00,27.30,0.00,77.96,15.65,7.29,23.78,울산,NC,한화,4183.00
2025년5월21일,수요일,20.00,29.10,0.00,79.62,20.96,7.38,26.39,수원,KT,KIA,16302.00
2025년5월21일,수요일,19.50,24.80,0.00,84.42,14.27,7.92,25.45,사직,롯데,LG,22669.00
2025년5월21일,수요일,22.70,30.30,0.00,75.38,22.19,6.88,26.87,잠실,두산,SSG,14052.00
2025년5월21일,수요일,22.70,30.30,0.00,75.38,22.19,6.88,26.87,고척,키움,삼성,13193.00
2025년5월22일,목요일,13.30,17.50,0.00,78.75,7.68,8.38,17.92,울산,NC,한화,5005.00
2025년5월22일,목요일,18.50,26.50,0.30,78.88,14.57,7.00,23.73,수원,KT,KIA,16705.00
2025년5월22일,목요일,16.00,23.70,0.00,75.25,14.57,8.50,23.45,사직,롯데,LG,22669.00
2025년5월22일,목요일,20.40,28.40,0.80,69.25,22.94,5.29,26.28,잠실,두산,SSG,14592.00
2025년5월22일,목요일,20.40,28.40,0.80,69.25,22.94,5.29,26.28,고척,키움,삼성,12926.00
2025년5월23일,금요일,13.80,20.30,0.00,56.83,17.08,8.58,20.80,대구,삼성,KIA,24000.00
2025년5월23일,금요일,15.70,22.30,1.20,52.92,9.19,9.04,20.03,고척,키움,KT,4239.00
2025년5월23일,금요일,16.90,21.40,0.50,57.38,9.34,9.46,20.21,문학,SSG,LG,20150.00
2025년5월23일,금요일,17.40,24.00,0.00,44.25,15.99,8.92,21.36,대전,한화,롯데,17000.00
2025년5월23일,금요일,15.70,22.30,1.20,52.92,9.19,9.04,20.03,잠실,두산,NC,17944.00
2025년5월24일,토요일,12.00,15.90,1.70,80.04,4.44,10.00,16.20,대구,삼성,KIA,24000.00
2025년5월24일,토요일,13.10,18.90,4.30,70.42,10.54,9.00,17.07,고척,키움,KT,7315.00
2025년5월24일,토요일,13.30,19.40,2.70,66.96,12.76,9.25,18.97,문학,SSG,LG,23000.00
2025년5월24일,토요일,13.70,18.50,0.60,58.21,6.85,9.92,17.94,대전,한화,롯데,17000.00
2025년5월24일,토요일,13.10,18.90,4.30,70.42,10.54,9.00,17.07,잠실,두산,NC,22279.00
2025년5월25일,일요일,12.20,24.20,0.60,63.92,27.54,4.62,22.86,대구,삼성,KIA,24000.00
2025년5월25일,일요일,11.80,22.30,0.00,61.04,30.47,0.21,21.97,고척,키움,KT,6809.00
2025년5월25일,일요일,12.60,19.10,0.00,68.33,29.25,0.00,20.08,문학,SSG,LG,23000.00
2025년5월25일,일요일,11.40,24.60,0.00,65.04,28.92,2.04,22.64,대전,한화,롯데,17000.00
2025년5월25일,일요일,11.80,22.30,0.00,61.04,30.47,0.21,21.97,잠실,두산,NC,20534.00
2025년5월27일,화요일,14.80,26.90,0.00,58.17,27.07,0.58,24.99,잠실,LG,한화,23750.00
2025년5월27일,화요일,13.90,27.80,0.00,53.79,26.48,0.88,26.58,대구,삼성,롯데,24000.00
2025년5월27일,화요일,14.80,22.70,0.00,73.58,26.66,0.96,21.42,문학,SSG,NC,12124.00
2025년5월27일,화요일,12.40,25.70,0.00,68.92,26.73,1.12,23.71,수원,KT,두산,8355.00
2025년5월27일,화요일,14.50,26.90,0.00,52.92,27.54,0.00,27.60,광주,KIA,키움,15351.00
2025년5월28일,수요일,16.30,26.80,0.00,62.00,22.39,4.00,24.31,잠실,LG,한화,23750.00
2025년5월28일,수요일,15.20,22.30,0.00,75.79,22.25,4.79,21.25,문학,SSG,NC,12747.00
2025년5월28일,수요일,14.60,25.40,0.00,67.71,23.92,4.42,24.31,수원,KT,두산,8822.00
2025년5월28일,수요일,15.30,28.50,0.00,51.17,28.36,0.83,29.00,광주,KIA,키움,16517.00
2025년5월29일,목요일,15.40,27.20,0.00,59.00,26.56,1.67,26.30,잠실,LG,한화,23750.00
2025년5월29일,목요일,13.90,25.70,0.40,72.92,22.52,5.54,21.98,대구,삼성,롯데,24000.00
2025년5월29일,목요일,16.20,25.40,0.00,65.29,27.24,1.75,22.42,문학,SSG,NC,13466.00
2025년5월29일,목요일,13.20,25.60,0.00,62.92,23.93,2.79,24.62,수원,KT,두산,9238.00
2025년5월29일,목요일,16.40,28.20,0.00,52.33,27.80,1.58,29.52,광주,KIA,키움,18127.00
2025년5월30일,금요일,14.30,23.20,0.00,72.25,28.76,0.25,25.58,창원,NC,한화,12395.00
2025년5월30일,금요일,13.20,27.20,0.00,56.54,25.36,0.00,25.24,수원,KT,KIA,18700.00
2025년5월30일,금요일,16.80,27.90,0.00,54.88,25.72,0.42,26.77,고척,키움,두산,9182.00
2025년5월30일,금요일,14.60,22.70,0.00,67.50,30.40,0.04,25.85,사직,롯데,SSG,22669.00
2025년5월30일,금요일,16.80,27.90,0.00,54.88,25.72,0.42,26.77,잠실,LG,삼성,23750.00
2025년5월31일,토요일,14.30,28.00,0.00,60.50,24.85,4.21,25.42,창원,NC,한화,16741.00
2025년5월31일,토요일,14.40,24.40,0.00,61.25,19.52,6.71,23.49,수원,KT,KIA,18700.00
2025년5월31일,토요일,16.60,26.70,0.00,54.42,21.39,5.92,25.82,고척,키움,두산,13456.00
2025년5월31일,토요일,15.10,25.40,0.00,58.50,27.11,3.25,25.18,사직,롯데,SSG,22669.00
2025년5월31일,토요일,16.60,26.70,0.00,54.42,21.39,5.92,25.82,잠실,LG,삼성,23750.00
2025년6월1일,일요일,15.60,26.70,0.00,63.67,26.57,3.38,25.28,창원,NC,한화,14906.00
2025년6월1일,일요일,14.40,27.30,0.00,65.42,25.45,4.21,26.67,수원,KT,KIA,18700.00
2025년6월1일,일요일,17.10,29.10,0.00,58.71,27.08,3.83,28.95,고척,키움,두산,12350.00
2025년6월1일,일요일,16.80,23.70,0.00,62.17,27.95,3.71,26.55,사직,롯데,SSG,22669.00
2025년6월1일,일요일,17.10,29.10,0.00,58.71,27.08,3.83,28.95,잠실,LG,삼성,23750.00
2025년6월3일,화요일,17.50,24.70,0.00,58.12,27.24,2.75,27.84,잠실,두산,KIA,23750.00
2025년6월3일,화요일,16.80,26.10,0.00,54.88,26.15,4.62,27.96,대전,한화,KT,17000.00
2025년6월3일,화요일,16.80,27.50,1.50,63.25,25.89,5.21,25.37,창원,NC,LG,13937.00
2025년6월3일,화요일,16.90,21.80,0.00,70.62,29.61,2.46,22.97,문학,SSG,삼성,23000.00
2025년6월3일,화요일,16.60,22.20,4.50,75.96,21.53,6.25,22.35,사직,롯데,키움,22669.00
2025년6월4일,수요일,15.30,24.90,0.00,54.21,29.45,0.33,27.98,잠실,두산,KIA,23750.00
2025년6월4일,수요일,15.50,27.10,0.00,50.50,30.25,0.29,27.77,대전,한화,KT,17000.00
2025년6월4일,수요일,17.30,29.30,0.00,31.83,30.42,0.67,26.26,창원,NC,LG,5235.00
2025년6월4일,수요일,15.50,22.60,0.00,66.08,30.73,0.04,23.18,문학,SSG,삼성,15706.00
2025년6월4일,수요일,17.70,25.40,0.00,37.96,31.37,1.08,24.25,사직,롯데,키움,22669.00
2025년6월5일,목요일,15.70,26.80,0.00,51.42,28.99,2.00,29.22,잠실,두산,KIA,23750.00
2025년6월5일,목요일,13.30,26.90,0.00,48.25,28.74,2.46,28.95,대전,한화,KT,17000.00
2025년6월5일,목요일,16.50,28.00,0.00,44.04,28.72,3.08,27.11,창원,NC,LG,8957.00
2025년6월5일,목요일,15.80,23.20,0.00,60.04,28.56,2.33,23.83,문학,SSG,삼성,19273.00
2025년6월5일,목요일,18.40,25.00,0.00,46.79,29.67,2.88,27.57,사직,롯데,키움,22669.00
2025년6월6일,금요일,18.60,26.30,0.40,47.29,12.36,8.04,23.73,광주,KIA,한화,20500.00
2025년6월6일,금요일,17.90,29.70,0.00,42.83,29.48,4.21,31.58,고척,키움,LG,16000.00
2025년6월6일,금요일,17.90,29.70,0.00,42.83,29.48,4.21,31.58,잠실,두산,롯데,23750.00
2025년6월6일,금요일,17.50,30.30,0.00,48.71,14.56,7.62,26.22,대구,삼성,NC,24000.00
2025년6월6일,금요일,16.90,28.60,0.00,44.96,27.37,5.29,27.83,수원,KT,SSG,18700.00
2025년6월7일,토요일,16.70,30.00,0.00,58.50,27.60,6.75,30.84,광주,KIA,한화,20500.00
2025년6월7일,토요일,19.80,28.20,0.10,58.25,17.51,6.21,28.15,고척,키움,LG,16000.00
2025년6월7일,토요일,19.80,28.20,0.10,58.25,17.51,6.21,28.15,잠실,두산,롯데,23750.00
2025년6월7일,토요일,16.00,32.80,0.00,46.17,27.70,5.71,31.08,대구,삼성,NC,24000.00
2025년6월7일,토요일,16.70,27.80,0.00,62.08,24.05,6.33,28.10,수원,KT,SSG,16755.00
2025년6월8일,일요일,21.20,29.70,0.00,65.83,20.37,5.96,32.39,광주,KIA,한화,18586.00
2025년6월8일,일요일,21.50,30.10,0.60,70.04,21.59,6.75,30.32,고척,키움,LG,16000.00
2025년6월8일,일요일,21.50,30.10,0.60,70.04,21.59,6.75,30.32,잠실,두산,롯데,23750.00
2025년6월8일,일요일,20.60,31.40,0.00,50.75,22.11,5.67,31.58,대구,삼성,NC,24000.00
2025년6월8일,일요일,20.20,29.00,0.30,75.21,23.55,6.04,29.98,수원,KT,SSG,13026.00
2025년6월10일,화요일,16.80,23.80,0.00,79.54,13.96,7.42,24.99,수원,KT,롯데,10809.00
2025년6월10일,화요일,19.60,25.20,0.00,72.75,14.46,7.08,26.18,고척,키움,NC,4004.00
2025년6월10일,화요일,19.70,28.70,0.00,66.92,22.17,5.71,31.25,대전,한화,두산,16691.00
2025년6월10일,화요일,19.60,25.20,0.00,72.75,14.46,7.08,26.18,잠실,LG,SSG,17221.00
2025년6월10일,화요일,20.70,29.00,0.00,67.25,23.09,5.25,32.00,광주,KIA,삼성,15887.00
2025년6월11일,수요일,13.50,26.80,0.00,60.46,30.12,2.58,28.36,수원,KT,롯데,11777.00
2025년6월11일,수요일,16.00,28.30,0.00,54.71,31.05,1.83,31.85,고척,키움,NC,4034.00
2025년6월11일,수요일,16.30,29.70,0.00,49.54,28.99,4.83,31.55,대전,한화,두산,17000.00
2025년6월11일,수요일,16.00,28.30,0.00,54.71,31.05,1.83,31.85,잠실,LG,SSG,18192.00
2025년6월11일,수요일,17.50,30.20,0.00,52.46,31.19,5.04,32.78,광주,KIA,삼성,17320.00
2025년6월12일,목요일,15.40,30.50,0.00,56.12,28.17,5.88,30.64,수원,KT,롯데,12378.00
2025년6월12일,목요일,17.90,32.70,0.00,50.96,30.36,4.17,34.69,고척,키움,NC,4410.00
2025년6월12일,목요일,17.80,32.50,0.00,44.33,25.36,6.88,32.34,대전,한화,두산,17000.00
2025년6월12일,목요일,17.90,32.70,0.00,50.96,30.36,4.17,34.69,잠실,LG,SSG,18321.00
2025년6월12일,목요일,20.20,30.00,0.00,50.33,22.93,8.17,32.21,광주,KIA,삼성,16761.00
2025년6월13일,금요일,18.00,24.50,19.00,79.00,9.75,9.17,23.74,창원,NC,KIA,8362.00
2025년6월14일,토요일,19.70,24.80,92.60,93.96,5.62,9.67,23.15,창원,NC,KIA,15000.00
2025년6월14일,토요일,18.10,26.80,40.80,86.96,12.32,8.12,23.66,대구,삼성,KT,24000.00
2025년6월14일,토요일,19.50,29.30,47.80,85.58,14.86,7.79,24.80,대전,한화,LG,17000.00
2025년6월14일,토요일,20.00,29.70,0.00,74.75,25.61,4.46,27.42,문학,SSG,롯데,23000.00
2025년6월14일,토요일,20.30,32.10,0.00,67.75,21.02,5.62,29.57,잠실,두산,키움,18390.00
2025년6월15일,일요일,22.10,29.00,0.60,87.67,21.27,8.33,27.27,창원,NC,KIA,12470.00
2025년6월15일,일요일,20.10,32.10,0.10,73.83,16.72,6.42,28.04,대구,삼성,KT,24000.00
2025년6월15일,일요일,21.00,32.00,37.20,73.33,25.81,6.25,28.67,대전,한화,LG,17000.00
2025년6월15일,일요일,19.10,29.60,4.80,81.17,23.24,5.92,28.24,문학,SSG,롯데,20960.00
2025년6월15일,일요일,21.80,33.00,8.90,67.62,22.08,6.21,32.62,잠실,두산,키움,11744.00
2025년6월17일,화요일,20.00,25.30,0.00,86.83,24.25,6.79,25.31,사직,롯데,한화,22669.00
2025년6월17일,화요일,21.00,29.10,0.00,77.58,18.09,4.79,27.09,광주,KIA,KT,10596.00
2025년6월17일,화요일,21.20,29.40,0.00,72.83,22.97,4.42,25.84,잠실,LG,NC,15069.00
2025년6월17일,화요일,19.90,29.50,0.00,71.29,21.65,5.25,27.03,대구,삼성,두산,23044.00
2025년6월17일,화요일,21.20,29.40,0.00,72.83,22.97,4.42,25.84,고척,키움,SSG,6205.00
2025년6월18일,수요일,19.00,22.40,0.00,88.50,28.77,4.79,26.32,사직,롯데,한화,22669.00
2025년6월18일,수요일,19.90,31.80,0.00,66.62,28.64,1.33,30.30,광주,KIA,KT,16311.00
2025년6월18일,수요일,21.30,30.50,0.00,66.79,26.88,2.29,28.58,잠실,LG,NC,16103.00
2025년6월18일,수요일,21.80,32.70,0.00,61.71,24.99,2.12,28.58,대구,삼성,두산,23385.00
2025년6월18일,수요일,21.30,30.50,0.00,66.79,26.88,2.29,28.58,고척,키움,SSG,6941.00
2025년6월19일,목요일,18.80,27.30,0.00,78.33,25.04,4.42,28.60,사직,롯데,한화,22669.00
2025년6월19일,목요일,21.20,29.70,0.00,72.00,20.37,5.92,29.31,광주,KIA,KT,14079.00
2025년6월19일,목요일,21.10,33.60,0.80,58.25,23.77,5.92,30.59,잠실,LG,NC,15636.00
2025년6월19일,목요일,21.20,33.30,0.00,61.38,23.94,4.54,32.40,대구,삼성,두산,23355.00
2025년6월19일,목요일,21.10,33.60,0.80,58.25,23.77,5.92,30.59,고척,키움,SSG,7032.00
2025년6월20일,금요일,23.00,24.10,2.40,94.58,5.33,9.25,24.23,사직,롯데,삼성,21911.00
2025년6월21일,토요일,18.70,20.80,0.10,98.42,7.28,9.71,22.75,문학,SSG,KIA,23000.00
2025년6월21일,토요일,20.30,22.50,0.40,91.92,5.49,9.88,23.02,수원,KT,NC,13680.00
2025년6월21일,토요일,20.80,24.00,0.60,89.08,7.00,9.88,22.75,잠실,LG,두산,23750.00
2025년6월22일,일요일,17.30,22.80,0.00,90.33,30.16,0.88,24.96,문학,SSG,KIA,23000.00
2025년6월22일,일요일,16.70,27.10,0.00,73.83,29.98,2.12,25.64,수원,KT,NC,12059.00
2025년6월22일,일요일,18.10,28.40,0.00,70.17,30.56,1.04,25.71,잠실,LG,두산,23750.00
2025년6월22일,일요일,18.80,22.60,37.10,85.75,17.74,9.33,23.83,사직,롯데,삼성,22669.00
2025년6월22일,일요일,17.90,28.70,0.00,72.71,28.48,4.50,26.22,대전,한화,키움,17000.00
2025년6월24일,화요일,20.70,27.80,2.30,62.54,10.18,8.46,24.25,고척,키움,KIA,16000.00
2025년6월24일,화요일,20.50,28.30,3.00,71.54,11.28,8.46,25.36,수원,KT,LG,9335.00
2025년6월24일,화요일,20.70,27.80,2.30,62.54,10.18,8.46,24.25,잠실,두산,SSG,12141.00
2025년6월25일,수요일,19.90,28.90,0.10,78.08,14.47,7.33,24.59,대구,삼성,한화,24000.00
2025년6월25일,수요일,19.50,22.00,8.00,87.83,5.11,9.88,21.59,고척,키움,KIA,16000.00
2025년6월25일,수요일,20.30,26.70,5.70,87.88,19.70,6.62,25.53,창원,NC,롯데,15587.00
2025년6월26일,목요일,22.10,29.30,0.00,64.92,20.20,7.54,26.82,대구,삼성,한화,24000.00
2025년6월26일,목요일,19.90,24.20,1.10,86.12,7.23,8.83,22.62,고척,키움,KIA,16000.00
2025년6월26일,목요일,19.10,24.80,0.90,87.38,11.51,9.08,23.33,수원,KT,LG,13365.00
2025년6월26일,목요일,19.10,29.30,0.00,76.71,27.61,3.00,27.19,창원,NC,롯데,16335.00
2025년6월26일,목요일,19.90,24.20,1.10,86.12,7.23,8.83,22.62,잠실,두산,SSG,13553.00
2025년6월27일,금요일,20.40,27.40,0.00,84.33,16.93,8.33,25.70,문학,SSG,한화,23000.00
2025년6월27일,금요일,21.20,29.10,0.00,78.92,12.92,8.42,24.09,잠실,LG,KIA,23750.00
2025년6월27일,금요일,21.40,27.50,0.00,75.12,27.95,3.83,27.57,사직,롯데,KT,22669.00
2025년6월27일,금요일,20.90,31.40,0.00,74.92,26.72,3.54,28.50,창원,NC,두산,8025.00
2025년6월27일,금요일,21.20,29.10,0.00,78.92,12.92,8.42,24.09,고척,키움,삼성,16000.00
2025년6월28일,토요일,23.90,25.60,0.50,91.96,7.93,9.58,25.76,문학,SSG,한화,23183.00
2025년6월28일,토요일,24.50,27.90,0.60,84.21,7.13,9.21,24.44,잠실,LG,KIA,23750.00
2025년6월28일,토요일,22.50,28.50,0.00,82.33,29.13,1.17,29.75,사직,롯데,KT,22669.00
2025년6월28일,토요일,22.10,29.70,0.00,82.58,28.04,1.12,29.62,창원,NC,두산,12961.00
2025년6월28일,토요일,24.50,27.90,0.60,84.21,7.13,9.21,24.44,고척,키움,삼성,16000.00
2025년6월29일,일요일,23.40,28.20,0.30,89.00,16.90,6.92,27.02,문학,SSG,한화,23000.00
2025년6월29일,일요일,25.00,30.10,0.00,77.71,12.41,6.29,25.33,잠실,LG,KIA,23750.00
2025년6월29일,일요일,22.40,29.00,0.00,82.83,30.41,1.00,30.87,사직,롯데,KT,22669.00
2025년6월29일,일요일,24.00,32.10,0.00,83.21,26.32,2.79,30.84,창원,NC,두산,9894.00
2025년6월29일,일요일,25.00,30.10,0.00,77.71,12.41,6.29,25.33,고척,키움,삼성,16000.00
2025년7월1일,화요일,24.70,29.60,0.00,81.50,29.14,3.33,31.92,사직,롯데,LG,19627.00
2025년7월1일,화요일,25.60,32.90,0.00,72.96,20.85,4.12,32.60,대전,한화,NC,17000.00
2025년7월1일,화요일,25.80,33.30,0.00,75.17,16.79,4.21,33.38,광주,KIA,SSG,11782.00
2025년7월1일,화요일,26.40,31.60,0.90,78.25,17.38,6.50,28.47,잠실,두산,삼성,18022.00
2025년7월1일,화요일,25.40,31.40,2.30,80.38,17.23,6.38,29.12,수원,KT,키움,5616.00
2025년7월2일,수요일,24.90,30.60,0.00,81.38,29.62,2.21,32.92,사직,롯데,LG,20661.00
2025년7월2일,수요일,25.20,33.90,0.00,72.17,21.39,5.21,33.70,대전,한화,NC,17000.00
2025년7월2일,수요일,25.40,34.20,0.00,73.71,26.64,3.58,37.84,광주,KIA,SSG,11827.00
2025년7월2일,수요일,26.80,30.60,0.00,75.75,14.40,7.62,28.39,잠실,두산,삼성,20448.00
2025년7월2일,수요일,25.20,30.90,0.00,79.00,17.74,6.21,29.92,수원,KT,키움,6787.00
2025년7월3일,목요일,25.80,31.10,0.00,75.04,29.20,2.83,34.70,사직,롯데,LG,21914.00
2025년7월3일,목요일,25.50,32.40,0.00,68.88,23.25,4.38,34.70,대전,한화,NC,17000.00
2025년7월3일,목요일,25.60,34.30,0.00,70.88,28.74,2.71,38.16,광주,KIA,SSG,13013.00
2025년7월3일,목요일,26.80,31.50,0.00,76.21,13.60,8.00,28.45,잠실,두산,삼성,21525.00
2025년7월3일,목요일,25.30,31.30,0.00,76.46,18.44,7.50,30.55,수원,KT,키움,8540.00
2025년7월4일,금요일,25.70,29.50,0.00,77.00,7.72,7.62,26.85,고척,키움,한화,16000.00
2025년7월4일,금요일,25.70,29.50,0.00,77.00,7.72,7.62,26.85,잠실,두산,KT,16101.00
2025년7월4일,금요일,25.70,34.80,0.00,57.25,23.88,5.83,36.86,대구,삼성,LG,24000.00
2025년7월4일,금요일,24.70,32.30,0.00,74.21,23.21,5.54,36.21,광주,KIA,롯데,20500.00
2025년7월4일,금요일,24.50,31.60,0.00,76.21,26.43,4.83,32.30,창원,NC,SSG,11147.00
2025년7월5일,토요일,26.00,32.20,0.00,73.62,14.77,7.38,28.61,고척,키움,한화,16000.00
2025년7월5일,토요일,26.00,32.20,0.00,73.62,14.77,7.38,28.61,잠실,두산,KT,19774.00
2025년7월5일,토요일,25.60,36.20,0.00,59.21,28.69,2.46,39.54,대구,삼성,LG,24000.00
2025년7월5일,토요일,25.00,33.40,0.00,73.67,24.74,4.25,36.40,광주,KIA,롯데,20500.00
2025년7월5일,토요일,23.20,32.10,0.00,77.38,28.65,1.38,33.37,창원,NC,SSG,12028.00
2025년7월6일,일요일,26.40,32.70,0.00,74.12,14.70,8.54,29.57,고척,키움,한화,16000.00
2025년7월6일,일요일,26.40,32.70,0.00,74.12,14.70,8.54,29.57,잠실,두산,KT,23750.00
2025년7월6일,일요일,26.60,34.30,0.00,59.83,24.41,5.00,37.50,대구,삼성,LG,24000.00
2025년7월6일,일요일,26.40,33.70,0.00,72.96,26.22,5.83,38.06,광주,KIA,롯데,20500.00
2025년7월6일,일요일,24.00,34.00,0.00,77.29,27.93,3.71,34.26,창원,NC,SSG,7726.00
2025년7월8일,화요일,26.90,36.20,0.00,66.83,24.86,1.46,38.46,대전,한화,KIA,17000.00
2025년7월8일,화요일,25.20,35.60,0.30,79.46,25.97,3.42,32.46,문학,SSG,KT,10812.00
2025년7월8일,화요일,26.50,34.50,0.00,65.46,28.46,2.83,35.16,사직,롯데,두산,18541.00
2025년7월8일,화요일,26.30,33.10,0.00,71.50,19.17,3.25,33.57,창원,NC,삼성,8294.00
2025년7월8일,화요일,27.00,37.40,11.80,72.79,22.64,3.62,32.59,잠실,LG,키움,16098.00
2025년7월9일,수요일,26.80,35.20,0.00,50.46,28.88,0.42,38.84,대전,한화,KIA,17000.00
2025년7월9일,수요일,27.60,34.00,1.40,71.33,22.35,4.08,31.63,문학,SSG,KT,10259.00
2025년7월9일,수요일,25.30,32.00,0.00,60.75,26.95,3.08,34.06,사직,롯데,두산,19071.00
2025년7월9일,수요일,25.10,33.80,0.00,59.29,27.96,2.58,34.99,창원,NC,삼성,9220.00
2025년7월9일,수요일,27.50,35.50,0.00,63.12,23.55,3.21,30.62,잠실,LG,키움,16400.00
2025년7월10일,목요일,24.80,34.30,0.00,41.79,28.49,0.79,37.93,대전,한화,KIA,17000.00
2025년7월10일,목요일,26.80,35.10,0.00,49.88,28.14,1.17,32.87,문학,SSG,KT,10817.00
2025년7월10일,목요일,25.30,31.30,0.00,61.79,22.68,3.04,32.29,사직,롯데,두산,21199.00
2025년7월10일,목요일,25.90,32.40,0.00,58.83,22.51,3.25,33.99,창원,NC,삼성,10106.00
2025년7월10일,목요일,27.30,36.10,0.00,47.75,29.95,1.04,32.36,잠실,LG,키움,16628.00
2025년7월18일,금요일,22.50,27.80,0.70,82.62,9.04,9.08,25.46,수원,KT,한화,18700.00
2025년7월18일,금요일,23.00,27.00,16.10,90.00,7.44,9.50,24.08,잠실,LG,롯데,23750.00
2025년7월19일,토요일,20.90,26.70,45.60,90.88,4.91,9.46,25.02,수원,KT,한화,18700.00
2025년7월19일,토요일,21.90,25.60,71.80,95.21,3.79,10.00,22.88,잠실,LG,롯데,23750.00
2025년7월19일,토요일,21.50,25.50,46.50,98.38,5.39,9.96,25.09,문학,SSG,두산,19877.00
2025년7월20일,일요일,24.30,31.20,4.60,80.92,14.79,7.42,27.75,수원,KT,한화,18700.00
2025년7월20일,일요일,25.00,31.30,27.00,83.58,16.69,7.17,27.13,잠실,LG,롯데,23750.00
2025년7월20일,일요일,23.90,31.50,0.00,80.91,18.93,6.17,30.38,광주,KIA,NC,16985.00
2025년7월20일,일요일,24.40,29.80,36.10,89.96,24.64,7.00,29.01,문학,SSG,두산,18102.00
2025년7월20일,일요일,21.50,31.80,0.10,80.38,17.95,7.29,28.39,대구,삼성,키움,24000.00
2025년7월22일,화요일,26.70,32.00,0.10,76.62,20.43,6.75,28.47,잠실,두산,한화,23750.00
2025년7월22일,화요일,24.60,33.10,0.00,79.21,25.03,3.83,31.25,창원,NC,KT,6302.00
2025년7월22일,화요일,23.40,32.70,0.00,77.58,22.70,4.25,30.73,광주,KIA,LG,12468.00
2025년7월22일,화요일,26.70,32.00,0.10,76.62,20.43,6.75,28.47,고척,키움,롯데,15362.00
2025년7월22일,화요일,25.10,34.00,0.00,70.46,20.92,4.67,31.16,대구,삼성,SSG,22896.00
2025년7월23일,수요일,25.50,33.10,0.00,72.12,22.14,5.96,29.80,잠실,두산,한화,23750.00
2025년7월23일,수요일,24.80,33.80,0.00,75.46,27.45,1.12,31.79,창원,NC,KT,6375.00
2025년7월23일,수요일,24.70,33.20,0.00,74.08,22.88,4.17,31.35,광주,KIA,LG,12172.00
2025년7월23일,수요일,25.50,33.10,0.00,72.12,22.14,5.96,29.80,고척,키움,롯데,15325.00
2025년7월23일,수요일,24.90,35.00,0.00,67.92,24.24,3.54,32.18,대구,삼성,SSG,23304.00
2025년7월24일,목요일,25.80,33.90,0.00,67.50,24.91,6.12,31.02,잠실,두산,한화,23750.00
2025년7월24일,목요일,24.10,32.50,0.00,73.46,28.19,0.71,31.40,창원,NC,KT,5157.00
2025년7월24일,목요일,25.20,34.30,0.00,73.46,25.29,2.12,32.53,광주,KIA,LG,12364.00
2025년7월24일,목요일,25.80,33.90,0.00,67.50,24.91,6.12,31.02,고척,키움,롯데,15216.00
2025년7월24일,목요일,24.90,35.20,0.00,65.88,27.35,1.54,33.65,대구,삼성,SSG,24000.00
2025년7월25일,금요일,26.90,32.10,0.00,68.58,28.26,2.29,35.37,사직,롯데,KIA,22669.00
2025년7월25일,금요일,25.70,36.00,0.00,65.75,26.48,0.54,32.95,잠실,두산,LG,20007.00
2025년7월25일,금요일,25.00,35.30,0.00,68.71,28.00,0.21,33.48,대전,한화,SSG,17000.00
2025년7월25일,금요일,24.10,35.50,0.00,70.29,25.82,0.83,33.67,수원,KT,삼성,18700.00
2025년7월25일,금요일,25.30,31.60,0.00,71.79,28.47,0.79,31.77,창원,NC,키움,6171.00
2025년7월26일,토요일,27.10,32.80,0.00,69.54,28.92,1.88,37.10,사직,롯데,KIA,22669.00
2025년7월26일,토요일,27.60,37.00,0.00,61.46,24.32,3.42,34.25,잠실,두산,LG,23750.00
2025년7월26일,토요일,25.10,35.10,0.00,67.71,26.72,2.00,34.61,대전,한화,SSG,17000.00
2025년7월26일,토요일,26.20,35.80,0.00,66.25,28.28,2.92,35.74,수원,KT,삼성,18700.00
